simple_ingr,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Cluster
Alcohol,17777.25,0.0,1.9375,0.0,9.615625,3.625,4.125,0.0,0.4375,0.0,0.1605625,0.3125,10.6875,0.0146875,0.34375,7.556875,0.0051875,75.058125,0.2809375,0.0588125,0.6114999999999999,1.0187499999999998,5.25,0.0215625,0.148125,5.4375,13.0625,42.5625,9.9375,0.059375,10.8125,0.009375,0.0205625,0.1875,0.029375,0.13125,2
Alcoholic Beverages,14252.0,0.0,0.0,0.0,2.035,0.0,5.05,0.0,0.0,0.0,0.5950000000000001,0.63,0.0,0.0525,0.4,1.9,0.025,88.7,0.0,0.0,0.0,0.0,9.0,0.0065,0.115,11.0,25.0,60.5,4.5,0.06,0.0,0.015,0.0635,0.0,0.0,0.0,2
Alfalfa Seeds,11001.0,6.0,87.0,6.0,2.1,0.0,14.4,1.9,0.0,0.0,0.481,3.99,0.0,0.126,0.6,0.2,0.076,92.82,0.056,0.409,0.069,0.69,32.0,0.157,0.96,27.0,70.0,79.0,6.0,0.92,8.0,0.0,0.034,8.2,0.02,30.5,2
Animal Fat,4609.0,0.0,0.0,0.0,0.0,95.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.874,11.144,39.004,99.5,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.11,0.0,0.0,0.0,0.0,0.6,0.0,3
Apple,9237.5,0.0,0.0,0.0,18.7725,0.0,2.975,0.275,26.25,0.0,0.087,0.2075,0.0,0.02575,0.175,16.884999999999998,0.01425,80.35,0.00875,0.05925,0.03325,0.2,26.5,0.021,0.32,8.0,12.0,208.5,9.5,0.0525,0.0,0.0,0.0425,17.95,0.0175,0.0,2
Apples,9006.0,0.0,14.666666666666666,8.0,30.820000000000004,0.0,8.133333333333335,4.133333333333333,21.666666666666668,0.0,0.3696666666666666,0.4866666666666666,0.0,0.071,0.4333333333333333,25.89333333333333,0.012,67.99666666666667,0.0083333333333333,0.0603333333333333,0.0336666666666666,0.2066666666666666,8.333333333333334,0.083,0.5299999999999999,8.333333333333334,20.0,215.66666666666663,29.33333333333333,0.0966666666666666,1.6666666666666667,0.0,0.0676666666666666,4.166666666666667,0.2533333333333333,1.9333333333333336,2
Applesauce,9019.5,0.0,8.0,5.5,14.38,0.0,2.75,1.15,18.0,0.0,0.078,0.165,0.0,0.026,0.3,12.03,0.0215,85.1,0.0045,0.034,0.019,0.135,3.5,0.0295,0.175,3.0,5.5,74.5,2.0,0.03,0.5,0.0,0.027,1.35,0.1699999999999999,0.55,2
Apricot,9036.0,3.0,189.0,5.0,13.63,0.0,1.0,0.1,6.0,20.0,0.15,0.17,0.0,0.015,0.0,12.79,0.06,85.63,0.186,0.087,0.033,0.45,11.0,0.019,0.1,5.0,5.0,67.0,8.0,0.03,16.0,0.0,0.037,29.7,0.41,1.2,2
Apricots,9025.0,6.333333333333333,1475.6666666666667,38.333333333333336,26.71666666666667,0.0,6.166666666666667,3.633333333333333,38.333333333333336,0.0,1.1946666666666668,1.8333333333333333,0.0,0.0456666666666666,0.8000000000000002,22.49,0.022,69.86666666666666,0.1043333333333333,0.0606666666666666,0.0183333333333333,0.3533333333333333,25.33333333333333,0.1676666666666666,1.1233333333333333,16.333333333333332,35.666666666666664,537.6666666666666,4.666666666666667,0.2333333333333333,124.66666666666669,0.0,0.0836666666666666,4.8,1.94,2.8666666666666667,2
Artichokes,11008.0,0.0,8.0,0.0,11.95,0.0,34.4,5.7,464.0,0.0,1.11,2.89,0.0,0.089,0.2,0.99,0.05,84.08,0.011,0.145,0.079,0.34,21.0,0.127,0.61,42.0,73.0,286.0,60.0,0.4,1.0,0.0,0.081,7.4,0.19,14.8,2
Arugula,11959.0,0.0,1424.0,0.0,3.65,0.0,15.3,1.6,3555.0,0.0,0.305,2.58,0.0,0.086,0.3,2.05,0.044,91.71,0.049,0.319,0.086,0.66,160.0,0.076,1.46,47.0,52.0,369.0,27.0,0.47,119.0,0.0,0.073,15.0,0.43,108.6,2
Asparagus,11015.0,3.0,475.0,0.0,2.7533333333333334,0.0,19.433333333333334,1.7666666666666668,652.6666666666666,16.0,0.99,2.43,0.0,0.1146666666666666,2.6333333333333333,1.086666666666667,0.0896666666666666,93.76666666666668,0.0113333333333333,0.1729999999999999,0.0943333333333333,0.3966666666666666,19.33333333333333,0.13,1.51,11.333333333333334,48.0,182.0,97.33333333333331,0.45,39.66666666666666,0.0,0.0736666666666666,16.133333333333333,1.1833333333333331,54.3,2
Avocados,9037.0,24.0,62.0,28.0,8.53,0.0,14.2,6.7,271.0,0.0,1.738,2.0,0.0,0.13,0.4,0.66,0.067,73.23,9.799,1.816,2.126,14.66,12.0,0.19,0.55,29.0,52.0,485.0,7.0,0.64,7.0,0.0,0.257,10.0,2.07,21.0,2
Baby Food,9841.682692307691,141.72596153846155,448.8605769230769,7.110576923076923,23.18826923076923,5.903846153846154,20.428846153846152,1.2961538461538462,150.5,62.13461538461539,2.5360192307692304,3.689423076923077,42.74519230769231,0.2475817307692307,4.890384615384615,11.928894230769233,0.1987884615384615,68.19798076923077,1.3011346153846155,0.8644182692307693,1.421125,3.946153846153846,119.48557692307692,0.1086538461538461,4.130721153846154,19.01442307692308,95.02403846153848,191.40384615384616,53.32211538461539,1.201394230769231,86.34134615384616,0.3838461538461538,0.1729951923076922,18.838461538461537,1.1853846153846157,7.797115384615385,2
Bacon,10762.25,0.0,13.25,0.0,4.0375,80.0,73.65,0.65,0.0,0.0,7.968,20.7075,6.75,0.3117499999999999,26.425,1.36,1.28675,51.2175,6.575749999999999,6.768000000000001,4.81525,19.5425,50.75,0.08725,1.58,23.75,235.0,497.75,1344.75,2.1175,7.75,0.7424999999999999,0.3835,6.0,2.5375,2.75,3
Bacon bits,43212.0,0.0,0.0,0.0,28.6,0.0,134.8,10.2,0.0,0.0,1.6,32.0,0.0,0.07,7.4,0.0,0.6,8.0,6.225,13.548,4.055,25.9,101.0,0.539,0.72,95.0,217.0,145.0,1770.0,1.87,0.0,1.2,0.08,1.9,6.9,0.0,3
Bagels,18484.5,0.0,1.0,0.0,50.635000000000005,0.0,12.2,2.85,44.0,0.0,3.9425,10.38,0.0,0.2764999999999999,25.1,7.275,0.4855,35.68,0.3399999999999999,0.7310000000000001,0.18,1.425,105.0,0.1515,3.165,40.0,120.5,136.0,430.5,0.965,0.0,0.0,0.1085,0.0,0.21,0.85,2
Baking Chocolate,19101.0,0.0,0.0,0.0,52.915,1.0,45.650000000000006,10.3,22.5,0.0,1.592,8.98,0.0,0.1025,4.95,35.155,0.102,1.465,10.556,1.3565,20.4415,33.95,67.5,1.9515,9.79,211.0,271.0,613.5,13.5,5.445,0.0,0.0,0.0305,0.05,0.38,5.949999999999999,3
Bamboo Shoots,11028.0,0.0,8.0,0.0,3.22,0.0,0.0,1.4,0.0,0.0,0.14,1.72,0.0,0.026,0.5,1.89,0.026,94.32,0.009,0.178,0.092,0.4,8.0,0.114,0.32,4.0,25.0,80.0,7.0,0.65,1.0,0.0,0.136,1.1,0.63,0.0,2
Bananas,9040.0,25.0,26.0,0.0,22.84,0.0,9.8,2.6,22.0,0.0,0.665,1.09,0.0,0.073,1.0,12.23,0.031,74.91,0.032,0.073,0.112,0.33,5.0,0.078,0.26,27.0,22.0,358.0,1.0,0.15,3.0,0.0,0.367,8.7,0.1,0.5,2
Barley,20005.5,0.0,9.0,0.0,52.97,0.0,25.6,9.7,108.0,0.0,3.3335,6.085,0.0,0.088,23.15,0.54,0.137,39.445,0.103,0.387,0.1684999999999999,0.7999999999999999,20.0,0.2625,1.915,50.5,137.5,186.5,6.0,1.475,0.5,0.0,0.1875,0.0,0.015,1.5,2
Basil,2044.0,0.0,3142.0,46.0,2.65,0.0,11.4,1.6,5650.0,0.0,0.902,3.15,0.0,0.076,0.3,0.3,0.034,92.06,0.088,0.389,0.041,0.64,177.0,0.385,3.17,64.0,56.0,295.0,4.0,0.81,264.0,0.0,0.155,18.0,0.8,414.8,1
Beans,16246.222222222224,12.805555555555555,40.94444444444444,1.6666666666666667,19.35194444444444,0.3055555555555556,28.79444444444444,5.630555555555556,71.91666666666667,30.38888888888889,0.5784166666666667,6.556111111111111,0.0,0.0778055555555555,2.955555555555556,1.8627777777777776,0.1539444444444444,72.1275,0.1308333333333333,0.2220555555555555,0.1693611111111111,0.6230555555555556,41.75,0.2095277777777777,1.858055555555556,47.22222222222222,115.83333333333331,374.4166666666667,91.97222222222224,0.8719444444444444,4.055555555555555,0.0005555555555555,0.1133888888888888,3.113888888888889,0.3358333333333333,9.802777777777775,2
Beef,18081.95061728395,0.2716049382716049,5.382716049382716,0.4691358024691358,0.3232098765432099,138.07407407407408,111.44074074074076,0.0135802469135802,0.1975308641975308,0.2839506172839506,5.462234567901234,25.613827160493823,212.88888888888889,0.3201851851851852,27.79753086419753,0.0387654320987654,0.0703456790123456,60.12456790123457,5.566530864197531,0.5578148148148148,5.078975308641975,12.92358024691358,14.82716049382716,0.455395061728395,2.580246913580247,19.938271604938272,212.0987654320988,300.9012345679012,153.2469135802469,5.236172839506173,213.35802469135805,4.523086419753087,0.4372469135802469,0.1925925925925926,0.2708641975308642,1.5851851851851853,3
Beef stew,22905.0,53.0,106.0,3.0,7.85,13.0,15.6,0.9,4.0,28.0,1.096,4.41,0.0,0.053,4.7,1.76,0.073,80.78,2.543,0.251,2.185,5.53,12.0,0.141,2.48,8.0,42.0,163.0,388.0,1.0,11.0,0.5,0.087,0.7,0.27,6.2,2
Beet Greens,11086.0,3.0,3794.0,0.0,4.33,0.0,0.4,3.7,1503.0,0.0,0.4,2.2,0.0,0.22,0.9,0.5,0.1,91.02,0.026,0.046,0.02,0.13,117.0,0.191,2.57,70.0,41.0,762.0,226.0,0.38,316.0,0.0,0.106,30.0,1.5,400.0,1
Beets,11377.0,0.0,19.25,0.0,9.905,0.0,8.85,1.65,0.0,0.0,0.22325,1.03,0.0,0.0415,0.675,7.175,0.01525,88.00999999999999,0.022,0.04075,0.01825,0.115,13.75,0.08675,0.915,17.75,22.5,182.5,110.5,0.2625,1.5,0.0,0.05725,3.525,0.04,0.2,2
Beverage,43232.5,0.0,2.5,0.0,53.6,28.0,207.65,1.2,0.0,0.0,19.92,27.85,1655.5,0.275,16.95,52.4,1.175,7.4,0.7515000000000001,0.6525,1.361,3.25,392.5,2.0125,7.56,319.0,463.5,1326.0,551.0,11.975,1655.5,2.405,1.5699999999999998,107.45,13.125,105.0,4
Beverages,15781.948148148149,1.4962962962962962,68.16296296296296,2.0074074074074075,21.20244444444445,2.2962962962962963,19.136296296296297,1.294074074074074,9.525925925925923,8.8,4.079340740740741,4.785259259259259,105.14074074074074,0.2355407407407407,4.266666666666667,11.39674074074074,0.1041925925925926,70.93362962962964,0.4200888888888888,0.2293111111111111,0.6130444444444444,1.409851851851852,94.56296296296296,0.1537703703703703,1.1397777777777778,47.87407407407407,114.31111111111112,409.8740740740741,94.1851851851852,1.0871111111111111,110.9851851851852,0.6199259259259259,0.3424,32.8725925925926,1.4643703703703703,2.825925925925926,2
Biscuits,18012.5,0.0,0.0,0.0,56.225,1.0,15.4,2.45,5.0,0.0,4.113,7.395,1.0,0.368,10.55,9.92,0.511,19.445,5.4465,2.3495,4.7395,13.31,103.0,0.12,2.67,21.5,515.5,157.5,1139.0,0.505,1.0,0.195,0.061,0.15,0.4,8.0,3
Bitter Gourd,11024.0,0.0,759.0,0.0,5.5,0.0,15.9,1.95,1980.5,0.0,0.6375,2.22,0.0,0.1674999999999999,0.55,1.495,0.0989999999999999,91.32,0.019,0.0805,0.023,0.19,25.5,0.117,0.7,55.0,56.5,460.5,9.5,0.535,63.5,0.0,0.4005,44.3,0.7949999999999999,83.95,2
Blackberries,9045.0,0.0,98.0,0.0,12.64,0.0,8.5,5.15,118.0,0.0,0.9265,1.285,0.0,0.036,0.4,7.775,0.0245,85.18,0.044,0.2625,0.0144999999999999,0.4599999999999999,29.0,0.1425,0.71,21.0,26.0,151.0,1.0,0.39,8.5,0.0,0.0455,12.05,1.17,19.8,2
Blackberry,9043.0,0.0,74.0,0.0,7.8,0.0,6.6,0.1,68.0,0.0,0.446,0.3,0.0,0.018,0.3,7.7,0.012,90.9,0.058,0.344,0.018,0.6,12.0,0.114,0.48,21.0,12.0,135.0,1.0,0.41,6.0,0.0,0.021,11.3,0.9,15.2,2
Blueberries,9154.75,0.0,41.5,0.0,32.33,0.0,8.4,3.8,102.25,0.0,0.61375,1.175,0.0,0.08425,0.2249999999999999,25.84,0.05175,65.33,0.15125,0.47875,0.07725,0.9675,9.75,0.07575,0.4475,8.25,17.75,99.75,2.0,0.2024999999999999,3.5,0.0,0.078,9.125,1.1949999999999998,28.75,2
Bratwurst,7013.0,0.0,0.0,0.0,2.85,74.0,94.0,0.0,0.0,0.0,4.795,13.72,2.0,0.307,39.7,0.0,0.459,51.45,14.692,2.632,9.998,29.18,28.0,0.104,0.53,21.0,208.0,348.0,846.0,3.25,2.0,0.73,0.327,0.0,0.26,3.4,3
Bread,20887.79411764706,0.6764705882352942,7.117647058823529,0.7352941176470589,48.95970588235294,4.5588235294117645,17.905882352941177,4.488235294117647,68.58823529411765,0.0,3.7648529411764704,9.278823529411763,10.352941176470589,0.2648235294117647,23.88235294117647,5.222941176470589,0.4134117647058823,33.78617647058824,1.7613235294117646,1.6480882352941175,1.3958823529411766,5.707352941176471,102.82352941176472,0.1721470588235294,2.817058823529412,36.55882352941177,152.3235294117647,163.26470588235293,519.8235294117648,1.023235294117647,10.941176470588236,0.0541176470588235,0.1117941176470588,0.1058823529411764,0.4973529411764706,4.429411764705883,3
Breadfruit,9059.0,0.0,0.0,0.0,27.12,0.0,9.8,4.9,22.0,0.0,0.9,1.07,0.0,0.03,0.6,11.0,0.11,70.65,0.034,0.066,0.048,0.23,17.0,0.084,0.54,25.0,30.0,490.0,2.0,0.12,0.0,0.0,0.1,29.0,0.1,0.5,2
Breakfast bar,43595.0,0.0,0.0,0.0,72.8,0.0,34.3,2.1,40.0,0.0,13.5,4.4,608.0,1.1,15.0,35.1,1.0,14.5,5.0,0.9,1.5,7.5,41.0,0.1,4.86,27.0,103.0,197.0,337.0,4.1,608.0,0.0,1.4,0.0,0.76,13.8,3
Breakfast bars,43100.0,0.0,91.0,0.0,66.7,0.0,27.6,3.1,107.0,0.0,1.75,9.8,0.0,0.11,16.0,27.52,0.28,4.1,1.933,1.634,12.69,17.6,60.0,0.36,3.18,101.0,277.0,326.0,251.0,1.6,8.0,0.0,0.35,1.0,0.82,15.9,3
Broccoli,11318.25,11.0,890.75,0.5,4.8775,0.0,19.925,2.725,1144.0,0.0,0.69425,2.5725,0.0,0.12,1.4,1.1075,0.097,91.28,0.034,0.183,0.08275,0.435,73.25,0.04725,1.0175,18.75,57.75,232.0,21.0,0.4674999999999999,74.75,0.0,0.1375,44.775,1.0550000000000002,125.7,2
Broth,6963.0,0.0,0.0,0.0,0.4,0.0,9.2,0.0,0.0,0.0,1.37,2.0,1.0,0.03,0.7,0.09,0.0,96.0,0.108,0.245,0.133,0.6,30.0,0.051,0.21,1.0,30.0,86.0,200.0,0.1,1.0,0.1,0.01,0.0,0.15,0.2,2
Brussels Sprouts,11099.5,3.0,502.5,0.0,8.635,0.0,18.6,3.95,1565.5,0.0,0.641,3.51,0.0,0.1015,1.1,2.14,0.121,86.37,0.0265,0.1765,0.0715,0.345,34.0,0.052,0.94,20.5,62.5,339.5,20.0,0.3299999999999999,42.0,0.0,0.254,65.35,0.6950000000000001,185.25,2
Buckwheat,20010.0,0.0,0.0,0.0,19.94,0.0,20.1,2.7,60.0,0.0,0.94,3.38,0.0,0.039,2.2,0.9,0.04,75.63,0.188,0.188,0.134,0.62,7.0,0.146,0.8,51.0,70.0,88.0,4.0,0.61,0.0,0.0,0.077,0.0,0.09,1.9,2
Buckwheat Flour,20011.0,0.0,0.0,0.0,70.59,0.0,54.2,10.0,220.0,0.0,6.15,12.62,0.0,0.19,5.7,2.6,0.417,11.15,0.949,0.949,0.677,3.1,41.0,0.515,4.06,251.0,337.0,577.0,11.0,3.12,0.0,0.0,0.582,0.0,0.32,7.0,3
Bulgur,20012.5,0.0,3.0,0.0,47.225,0.0,17.5,8.5,137.0,0.0,3.057,7.685,0.0,0.0715,1.45,0.255,0.1445,43.38,0.102,0.3195,0.137,0.785,22.5,0.205,1.71,98.0,170.0,239.0,11.0,1.25,0.0,0.0,0.2125,0.0,0.0349999999999999,1.2,2
Burdock Root,11104.0,0.0,0.0,0.0,17.34,0.0,11.7,3.3,0.0,0.0,0.3,1.53,0.0,0.03,0.7,2.9,0.01,80.09,0.037,0.059,0.025,0.15,41.0,0.077,0.8,38.0,51.0,308.0,5.0,0.33,0.0,0.0,0.24,3.0,0.38,1.6,2
Butter,1750.4,0.2,150.2,1.2,0.024,203.4,18.32,0.0,2.6,0.0,0.0258,1.154,658.6,0.0414,0.6,0.036,0.0056,18.28,21.7968,3.0248,48.6984,79.02000000000001,24.6,0.0054,0.236,2.0,21.8,33.0,337.8,0.1,671.2,0.11,0.005,0.0,2.0780000000000003,6.4,3
Butter replacement,43214.0,0.0,0.0,0.0,89.0,2.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.3,0.0,5.0,0.276,0.057,0.589,1.0,23.0,0.0,2.0,0.0,8.0,2.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cabbage,11113.8,7.0,809.6,0.0,4.7700000000000005,0.0,12.4,2.06,105.0,4.0,0.5104,1.4620000000000002,0.0,0.0838,0.5599999999999999,2.3080000000000003,0.049,92.638,0.0175999999999999,0.0965999999999999,0.0324,0.212,51.6,0.0286,0.994,17.8,31.8,209.2,127.2,0.216,67.8,0.0,0.186,33.92,0.126,54.42,2
Cake,19104.42857142857,0.0952380952380952,8.619047619047619,0.6190476190476191,61.69190476190476,30.857142857142858,26.57619047619048,2.571428571428572,28.666666666666668,0.0,1.3565238095238097,4.011904761904762,22.0,0.192,6.776190476190477,37.72809523809524,0.1706666666666666,21.48619047619048,4.427714285714286,2.2531904761904764,3.485952380952381,11.100952380952382,83.57142857142857,0.1115238095238095,1.9480952380952377,16.047619047619047,157.61904761904762,139.1904761904762,442.7619047619048,0.4271428571428571,22.761904761904763,0.13,0.0372380952380952,0.819047619047619,0.949047619047619,6.223809523809523,2
Candied Fruit,9426.0,0.0,9.0,5.0,82.74,0.0,2.2,1.6,11.0,0.0,0.0,0.34,0.0,0.0,0.6,80.68,0.0,16.7,0.008,0.02,0.01,0.07,18.0,0.029,0.17,4.0,5.0,56.0,98.0,0.05,1.0,0.0,0.0,0.0,0.04,0.3,2
Candies,21997.03896103896,0.1168831168831168,2.142857142857143,0.0649350649350649,68.28714285714285,7.012987012987013,21.4,2.414285714285714,4.831168831168832,0.0,1.5261038961038962,5.752597402597402,18.09090909090909,0.1349350649350649,2.9636363636363634,53.54285714285714,0.0803506493506493,4.371558441558442,5.702519480519481,2.361077922077922,10.391506493506492,20.195714285714285,85.05194805194805,0.2827532467532467,1.1228571428571428,50.493506493506494,124.8961038961039,252.27272727272728,156.0909090909091,1.0933766233766231,18.285714285714285,0.2002597402597402,0.0618181818181818,3.693506493506494,1.4194805194805191,3.736363636363636,3
Capers,2054.0,0.0,83.0,0.0,4.89,0.0,6.5,3.2,0.0,0.0,0.652,2.36,0.0,0.139,1.2,0.41,0.018,83.85,0.063,0.304,0.233,0.86,40.0,0.374,1.67,33.0,10.0,40.0,2348.0,0.32,7.0,0.0,0.023,4.3,0.88,24.6,2
Carambola,9060.0,24.0,25.0,0.0,6.73,0.0,7.6,2.8,66.0,0.0,0.367,1.04,0.0,0.016,0.6,3.98,0.014,91.38,0.03,0.184,0.019,0.33,3.0,0.137,0.08,10.0,12.0,133.0,2.0,0.12,3.0,0.0,0.017,34.4,0.15,0.0,2
Carbonated Beverage,14341.0,0.0,0.0,0.0,12.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,12.0,0.0,87.95,0.0,0.0,0.0,0.0,4.5,0.0104999999999999,0.075,1.0,0.5,25.5,8.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,2
Carrot,11655.0,4342.0,9303.0,0.0,9.28,0.0,9.9,0.8,333.0,2.0,0.386,0.95,0.0,0.055,0.6,3.91,0.092,88.87,0.007,0.071,0.027,0.15,24.0,0.046,0.46,14.0,42.0,292.0,66.0,0.18,956.0,0.0,0.217,8.5,1.16,15.5,1
Carrots,11253.2,3291.0,7095.6,0.0,7.286,0.0,7.76,2.48,323.8,0.2,0.6033999999999999,0.7,0.0,0.0392,0.44,3.442,0.0398,90.944,0.013,0.137,0.0484,0.286,30.8,0.0702,0.466,10.0,28.0,216.8,92.4,0.2679999999999999,729.8,0.0,0.1197999999999999,3.3,0.834,12.02,1
Cassava,11134.0,0.0,8.0,0.0,38.06,0.0,23.7,1.8,0.0,0.0,0.854,1.36,0.0,0.048,0.7,1.7,0.087,59.68,0.075,0.048,0.074,0.28,16.0,0.1,0.27,21.0,27.0,271.0,14.0,0.34,1.0,0.0,0.088,20.6,0.19,1.9,2
Cauliflower,11412.666666666666,0.0,33.0,0.0,4.9366666666666665,0.0,44.96666666666667,2.6333333333333333,22.33333333333333,0.0,0.517,2.16,0.0,0.0716666666666666,0.6,1.9966666666666668,0.0556666666666666,91.95333333333332,0.0256666666666666,0.0896666666666666,0.0703333333333333,0.2666666666666666,24.0,0.0346666666666666,0.52,14.666666666666666,43.333333333333336,246.0,23.666666666666668,0.3466666666666667,2.6666666666666665,0.0,0.1646666666666666,55.86666666666667,0.06,15.866666666666667,2
Celeriac,11141.0,0.0,0.0,0.0,9.2,0.0,9.0,1.8,1.0,0.0,0.7,1.5,0.0,0.06,0.7,1.6,0.05,88.0,0.058,0.148,0.079,0.3,43.0,0.07,0.7,20.0,115.0,300.0,100.0,0.33,0.0,0.0,0.165,8.0,0.36,41.0,2
